,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3,school_GP,school_MS,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other
296,1,18,1,0,1,2,1,1,2,0,0,0,0,1,1,1,1,0,5,2,4,1,2,4,2,16,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
297,1,17,0,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,5,2,2,1,1,4,0,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
298,0,17,1,1,1,2,2,1,4,0,0,0,0,1,1,1,1,1,3,4,1,1,1,2,2,12,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
299,0,20,0,0,1,2,1,2,2,0,0,1,1,1,1,0,1,1,1,2,3,1,2,2,8,12,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
300,0,18,1,0,1,4,3,1,2,0,0,1,0,0,1,1,1,1,3,1,2,1,3,2,2,15,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
301,1,18,1,0,1,4,3,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,3,2,11,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
302,1,18,0,0,1,3,2,1,3,0,0,0,0,1,0,1,0,0,5,3,2,1,1,3,2,12,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
303,0,17,1,0,1,3,3,1,3,0,0,0,0,1,0,1,0,0,3,2,3,1,1,4,2,13,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
304,0,18,1,0,1,2,2,1,3,0,0,1,0,1,1,1,1,1,4,3,3,1,1,3,0,13,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
305,1,17,1,0,1,2,2,2,1,0,0,0,0,0,1,0,1,0,4,4,4,2,3,4,8,9,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
306,1,18,0,1,0,3,4,2,2,0,0,1,0,1,1,1,1,0,4,2,5,3,4,1,6,16,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
307,1,17,1,0,1,3,1,1,2,0,0,0,0,1,1,1,1,1,5,4,4,3,4,5,0,14,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
308,0,18,0,0,1,4,4,2,2,0,0,0,0,1,1,1,1,0,4,3,4,2,2,4,8,12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
309,1,18,1,0,1,4,2,1,2,0,0,1,0,1,1,1,1,1,5,4,5,1,3,5,4,14,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
310,0,18,0,0,1,2,1,2,2,0,0,1,0,0,1,0,1,1,4,3,5,1,2,3,12,10,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
311,0,19,1,0,1,3,3,1,2,0,0,1,0,1,1,1,1,0,4,3,5,3,3,5,16,12,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
312,0,18,1,0,1,2,3,1,4,0,0,1,0,1,1,1,1,1,4,5,5,1,3,2,10,16,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
313,0,18,1,1,1,1,1,2,2,0,0,1,0,0,0,1,0,0,4,4,3,1,1,3,2,13,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
314,1,17,0,0,1,1,2,1,2,0,0,1,0,1,0,1,0,1,3,5,2,2,2,1,2,18,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
315,0,18,1,0,1,2,1,1,2,0,0,1,0,0,1,1,1,1,4,2,5,1,2,1,8,15,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
316,0,17,1,0,1,2,4,2,2,0,0,1,0,0,1,1,1,1,4,3,3,1,1,1,6,16,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
317,0,17,1,1,1,2,2,2,2,0,1,1,0,0,1,1,1,1,4,4,4,2,3,5,6,12,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
318,0,18,0,0,0,3,2,2,2,0,0,0,0,0,0,0,1,1,4,1,1,1,1,5,15,10,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
319,1,18,1,0,1,4,4,2,1,0,0,0,0,1,1,1,1,0,3,2,4,1,4,3,6,12,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
320,0,18,1,0,1,4,4,1,2,1,1,1,0,1,1,1,1,1,2,4,4,1,1,4,2,13,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
321,0,17,1,0,1,2,2,3,3,0,0,1,0,0,1,1,1,1,4,2,3,1,1,1,8,15,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
322,0,19,0,0,1,3,2,1,2,1,1,1,0,0,1,0,1,0,3,3,3,4,3,3,0,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
323,1,18,1,1,1,4,3,2,1,0,0,0,0,1,1,1,1,0,4,2,3,1,2,1,0,10,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
324,1,18,1,0,1,1,2,2,1,0,0,0,0,0,0,0,1,0,3,4,4,2,4,4,10,11,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
325,1,17,1,1,0,4,1,2,1,0,0,0,0,1,1,1,1,1,4,5,4,2,4,5,22,10,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
326,1,17,1,1,0,3,2,1,1,0,0,0,0,0,1,1,1,0,4,4,4,3,4,3,18,13,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
327,0,18,0,1,1,1,1,2,4,0,0,1,0,1,1,1,0,0,5,2,2,1,1,3,2,18,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
328,0,18,1,0,1,1,1,2,2,0,1,0,0,1,1,1,1,0,5,4,4,1,1,4,0,13,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
329,0,17,1,0,1,2,2,1,2,0,0,1,0,0,0,1,1,0,5,4,5,1,2,5,12,14,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
330,0,18,1,0,1,2,1,2,2,0,0,0,0,1,1,1,1,1,4,3,1,1,1,5,10,14,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
331,1,17,1,0,1,1,1,1,2,0,0,0,0,0,0,1,1,0,4,3,3,1,2,4,0,12,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
332,0,18,1,0,1,2,2,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,2,0,18,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
333,0,17,1,0,1,1,1,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
334,1,18,1,0,1,2,1,1,3,0,0,0,0,1,1,1,1,0,4,2,4,1,3,2,0,15,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
335,1,18,1,1,0,4,4,1,2,0,0,1,0,1,1,1,1,0,5,4,3,1,1,2,0,17,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
336,1,18,1,0,1,4,2,1,2,0,0,1,0,1,1,1,1,1,4,3,2,1,4,5,2,16,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
337,0,17,1,0,1,4,3,1,3,0,0,1,0,0,1,1,1,0,4,2,2,1,2,3,0,18,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
338,0,17,0,1,1,3,1,2,4,0,0,1,0,0,1,1,0,0,3,1,2,1,1,3,0,19,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
339,1,18,0,1,1,3,2,2,3,0,0,1,0,1,1,1,1,0,5,4,2,1,1,4,0,15,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
340,1,17,1,0,1,3,3,1,1,0,0,1,0,0,1,1,1,0,4,4,3,1,3,5,0,15,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
341,0,19,1,0,1,4,4,2,2,0,0,1,0,1,1,1,1,0,2,3,4,2,3,2,2,13,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
342,0,18,1,1,1,4,3,2,2,0,0,1,0,0,1,1,1,1,4,4,5,1,2,2,0,14,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
343,0,18,1,0,1,4,3,1,4,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,17,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
344,1,18,1,1,1,4,4,1,1,0,0,1,0,0,1,1,1,1,1,4,2,2,2,1,0,17,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
345,0,18,1,1,0,4,4,1,2,0,0,1,1,0,1,1,1,1,4,2,4,1,1,4,0,15,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
346,1,17,1,1,1,4,4,2,1,0,0,0,0,0,1,1,1,0,4,1,1,2,2,5,0,13,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
347,0,17,0,0,1,4,4,2,3,0,0,1,0,1,1,1,1,0,5,3,4,1,1,5,0,8,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
348,0,17,1,0,1,4,2,2,3,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,0,16,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
349,0,17,1,0,1,3,2,1,4,0,0,1,0,1,0,1,1,0,5,2,2,1,2,5,0,18,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
350,1,19,0,1,1,2,1,2,3,1,0,0,0,1,1,1,1,1,4,3,1,1,1,5,0,11,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
351,1,20,1,0,0,3,2,1,1,2,0,0,0,1,1,1,0,0,5,5,3,1,1,5,0,15,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
352,1,19,0,0,1,3,3,1,2,0,0,0,0,1,1,1,0,1,4,5,3,1,2,5,0,11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
353,0,18,1,0,1,1,4,1,2,0,1,1,0,0,0,1,0,1,3,4,4,1,2,5,2,11,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
354,0,18,1,0,1,2,1,2,2,0,0,1,0,1,1,1,1,0,5,3,3,1,2,1,2,15,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
355,0,17,1,0,1,2,3,2,2,0,0,0,0,1,1,1,1,1,4,2,1,1,1,3,2,14,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
356,0,17,0,0,1,4,4,1,1,0,0,0,0,1,1,1,1,0,4,4,4,1,1,5,2,17,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
357,0,18,1,0,1,4,3,1,3,0,0,1,0,1,1,1,1,1,4,3,4,1,1,5,2,17,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
358,0,18,1,1,1,4,3,2,1,0,0,1,0,0,1,1,1,0,3,2,4,1,4,1,8,15,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
359,0,17,0,0,1,3,4,1,3,0,0,1,0,1,0,1,1,0,4,3,4,2,5,5,2,17,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
360,0,18,1,0,1,3,3,1,2,0,0,1,0,0,1,1,1,0,4,1,4,1,1,3,8,14,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
361,1,19,1,0,1,4,2,2,2,0,0,1,0,1,1,1,1,1,5,4,4,1,1,1,9,10,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
362,0,18,1,0,1,4,4,1,2,0,0,1,0,0,1,1,1,0,4,4,4,3,3,5,0,13,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
363,0,18,1,0,1,3,4,1,1,0,0,1,0,1,1,1,1,1,5,4,4,1,1,1,4,14,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
364,0,17,1,0,1,4,4,1,1,0,0,0,0,1,1,1,1,0,5,3,4,1,2,5,2,17,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
365,0,17,1,0,0,4,3,1,2,0,0,1,0,0,1,1,1,1,5,2,2,1,2,5,14,17,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
366,0,17,1,1,0,3,3,1,2,0,1,1,0,0,1,1,1,0,5,3,3,1,1,5,0,13,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
367,0,17,1,1,1,2,1,1,2,0,0,0,0,1,1,1,1,0,4,2,3,2,2,2,2,14,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
368,1,18,1,1,1,4,4,1,1,0,0,1,0,0,1,1,1,0,4,2,5,3,4,5,2,11,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
369,0,19,1,0,1,1,1,3,3,0,0,0,0,1,1,0,0,1,1,5,5,4,3,5,12,11,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
370,0,19,1,1,0,1,1,3,2,2,0,1,0,0,0,1,1,1,5,3,4,1,1,4,2,9,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
371,0,18,1,0,1,2,2,1,1,0,0,1,0,1,1,1,1,1,4,3,5,2,4,5,2,10,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
372,0,17,1,0,1,2,2,1,2,0,0,1,0,0,1,1,0,1,4,2,2,1,1,3,4,13,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
373,0,17,0,1,1,2,2,1,3,0,0,1,0,1,1,1,1,0,3,3,2,2,2,3,0,10,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
374,0,17,1,0,1,3,1,1,3,0,0,1,0,0,0,1,1,0,3,4,3,2,3,5,0,17,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
375,0,17,1,1,1,0,2,2,3,0,0,0,0,0,1,1,1,0,3,3,3,2,3,2,0,15,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
376,0,18,1,0,1,1,1,2,3,0,0,0,0,1,1,1,1,0,4,5,5,1,2,2,0,14,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
377,1,18,1,0,1,4,4,1,3,0,0,0,0,1,1,1,1,0,4,3,3,2,2,3,0,13,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
378,1,17,1,0,1,3,3,1,1,0,0,0,0,1,0,1,1,0,4,3,5,3,5,5,0,17,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
379,1,17,0,0,1,2,2,4,1,0,0,1,0,0,1,1,1,0,4,4,5,5,5,4,2,10,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
380,0,17,1,0,1,4,4,1,3,0,0,1,0,1,1,1,1,0,5,4,4,1,3,4,0,13,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
381,0,17,1,0,1,4,4,2,3,0,0,1,0,0,0,1,1,1,4,3,3,1,2,4,4,15,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
382,0,17,1,0,1,3,3,1,1,0,0,1,1,1,1,1,1,0,4,2,5,2,5,5,2,11,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
383,1,18,1,1,1,2,2,1,4,0,0,1,1,1,1,1,1,0,4,5,5,2,4,5,0,12,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
384,1,19,0,0,1,3,2,1,1,0,0,1,0,0,0,1,0,1,5,3,4,2,2,5,0,10,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
385,0,18,1,0,1,2,2,4,2,0,0,0,0,1,1,1,0,1,4,2,5,1,1,2,2,10,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
386,0,17,0,0,1,2,4,1,3,0,0,1,0,0,1,1,1,1,4,4,3,1,1,5,0,15,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
387,1,18,1,0,1,2,2,1,1,0,0,0,0,0,0,1,1,0,5,4,2,1,2,5,6,15,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
388,0,18,1,0,1,3,3,1,2,0,0,0,0,1,1,1,1,0,5,3,4,1,1,4,8,12,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
389,0,18,1,1,1,2,2,1,2,0,0,0,0,1,0,1,1,1,4,3,3,1,1,2,0,12,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
390,0,18,0,0,1,2,2,2,4,0,0,0,0,1,1,1,0,0,4,4,4,1,1,4,6,14,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
391,0,17,1,0,1,3,4,1,3,0,0,0,0,0,1,1,1,0,4,4,5,1,3,5,8,14,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
392,0,17,1,0,1,3,2,1,2,0,0,1,0,0,1,1,1,1,4,3,2,2,3,2,0,15,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
393,0,18,1,1,1,3,3,1,4,0,0,1,0,0,1,1,1,0,5,3,3,1,1,1,4,15,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
394,0,17,0,0,0,3,2,1,2,0,0,1,0,0,1,1,1,0,4,3,3,2,3,2,0,16,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
395,1,18,1,0,1,4,4,1,2,0,0,1,0,1,1,1,1,0,4,3,3,2,2,2,0,13,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
396,1,18,1,1,1,3,4,1,2,0,0,0,0,1,1,1,1,1,4,3,3,1,3,5,6,17,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
397,0,17,1,0,0,2,2,1,2,0,0,1,0,0,1,1,1,1,3,3,1,1,2,4,18,14,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
398,0,18,1,0,1,2,3,1,3,0,0,1,0,0,1,1,1,0,4,3,3,1,2,3,0,14,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
399,0,18,1,0,1,3,2,1,3,0,0,0,0,0,1,1,1,1,5,4,3,2,3,1,4,17,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
400,1,18,0,0,1,4,3,1,3,0,0,0,0,0,1,1,1,1,5,3,2,1,2,4,4,17,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
401,1,18,1,0,1,4,3,1,3,0,0,1,0,0,1,1,1,1,5,4,5,2,3,5,0,14,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
402,0,17,1,0,1,4,3,1,3,0,0,1,0,1,1,1,1,1,4,4,3,1,3,4,0,13,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
403,0,17,1,0,1,2,1,2,2,0,0,1,0,1,1,1,1,1,4,3,4,2,2,1,10,15,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
404,0,17,1,0,1,2,1,1,2,0,0,1,0,1,1,1,1,0,4,3,5,2,4,4,4,16,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
405,0,19,1,1,0,2,3,2,1,1,0,0,0,0,1,0,1,0,2,2,3,3,4,5,16,11,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
406,0,17,1,0,1,3,1,1,1,1,0,1,1,0,1,1,1,1,4,1,2,1,1,3,6,13,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
407,0,21,1,1,1,4,4,1,3,2,0,0,1,1,1,1,1,0,3,3,2,1,1,5,0,12,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
408,1,18,1,1,1,2,2,1,2,0,0,1,0,1,0,0,1,0,4,4,4,1,3,3,11,12,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
409,1,18,1,1,0,3,4,1,2,0,0,0,0,1,1,1,1,1,4,3,5,1,4,2,9,15,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
410,0,17,1,0,1,2,2,1,2,0,0,1,0,1,1,1,1,0,4,3,4,1,3,4,0,17,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
411,1,17,1,1,0,4,4,1,3,0,0,1,0,0,1,1,1,0,4,4,2,1,2,4,2,15,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
412,0,18,1,1,1,4,2,1,2,0,0,1,0,1,1,1,1,0,4,2,2,1,1,3,0,17,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
413,1,21,0,1,1,1,1,2,2,2,0,1,0,1,1,0,1,1,5,3,3,5,2,4,21,10,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
414,0,20,0,0,1,1,1,2,3,0,0,0,0,0,1,1,1,1,3,2,2,1,3,3,8,15,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
415,0,19,1,0,1,4,4,1,1,1,0,1,0,0,1,1,1,1,3,2,5,4,4,5,5,11,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
416,1,17,1,1,0,3,2,1,2,0,0,1,0,0,1,1,1,0,4,4,4,1,2,5,10,18,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
417,0,18,1,0,1,3,2,1,3,0,0,1,0,0,1,1,1,1,4,3,4,1,2,2,5,17,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
418,1,18,0,0,1,2,3,1,1,0,0,0,0,0,1,1,1,0,3,1,3,4,5,4,13,14,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
419,1,19,1,0,1,2,1,1,1,0,0,0,0,0,1,1,1,0,5,3,4,1,4,4,10,11,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
420,0,18,1,1,0,2,2,2,2,0,0,1,0,0,1,1,1,0,4,1,4,1,3,4,10,17,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
421,0,20,1,0,1,1,0,2,1,1,1,0,0,0,1,1,1,1,5,3,1,1,1,5,5,10,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
422,0,18,1,0,1,3,2,1,2,0,0,1,0,1,0,1,1,1,3,1,2,1,2,1,4,13,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
423,0,16,1,0,1,1,3,2,1,0,0,1,0,0,1,0,1,1,4,3,3,1,3,5,11,11,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
424,0,16,0,0,1,2,2,2,2,0,0,1,0,1,1,1,1,0,4,4,4,1,1,5,0,12,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
425,0,15,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,4,1,3,1,1,2,6,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
426,0,15,0,0,1,3,3,2,1,0,0,1,0,0,1,1,1,0,5,4,4,2,3,5,4,11,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
427,0,16,0,0,1,2,3,2,2,0,0,0,0,0,1,1,0,0,4,5,2,1,2,5,0,17,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
428,0,15,0,1,1,2,1,2,1,0,0,0,0,0,1,0,0,0,1,3,4,1,1,1,0,9,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
429,1,16,0,1,0,4,4,1,2,0,0,1,0,0,1,1,0,0,5,3,2,1,3,2,5,11,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
430,1,16,1,0,0,1,2,1,3,0,1,0,0,0,1,1,1,0,4,4,3,1,1,5,0,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
431,0,17,0,0,1,3,2,1,2,1,0,0,0,0,1,1,0,1,4,5,4,1,2,5,0,10,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
432,0,17,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,5,4,4,2,2,5,0,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
433,0,15,0,0,1,4,4,2,1,0,0,0,0,0,1,1,1,1,1,5,1,3,5,5,0,14,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
434,0,16,1,1,0,2,2,2,4,0,0,0,0,1,0,0,0,1,1,2,1,1,1,1,4,11,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
435,0,15,0,1,1,1,1,2,2,0,0,1,0,0,1,1,1,0,5,4,3,1,2,4,0,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
436,0,15,0,1,1,1,1,2,1,1,0,1,0,0,1,1,1,1,4,4,3,1,2,2,4,8,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
437,0,16,0,0,1,0,2,2,1,0,0,1,0,1,1,1,0,0,3,2,3,1,2,2,0,12,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
438,0,17,0,0,1,2,3,2,1,0,0,1,0,0,1,1,1,0,5,5,5,1,3,3,2,12,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
439,0,15,0,0,1,3,3,2,1,0,0,0,0,0,0,1,1,0,4,1,3,1,1,4,0,16,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
440,1,16,1,0,1,1,1,2,2,0,0,1,0,1,1,1,0,1,5,4,5,4,5,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
441,1,17,1,0,1,1,1,1,2,0,0,0,1,0,0,1,1,0,4,4,3,2,4,5,4,9,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
442,1,15,0,1,1,4,1,1,2,0,0,1,0,1,1,1,1,0,5,3,4,1,2,2,0,14,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
443,1,15,0,1,1,4,1,1,2,0,0,1,0,1,1,1,1,0,5,3,4,1,2,2,7,8,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
444,1,16,0,0,1,3,4,3,2,0,0,0,0,0,0,1,0,0,3,4,5,1,2,5,4,11,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
